54.39979034,11.84997752,0,9.170711901,33.45532099,1.489489876,4.83832934,18.39533276,0,25.76005867,0,17.97750547,3.692978417,88.68397046,0,2.835767021,35.25626543,17.01738655,28.25900618,15.63470778,19.79700347,6.281361571,5.140787069,0.160979621,1.495074635,0,36.79988521,1.570929413
136.683884,73.19854439,207.8930457,173.7389344,73.06118008,94.68388391,116.1664968,132.5367268,95.81072296,30.79159225,260.1329626,43.68290745,49.43125899,55.42165654,31.34113839,56.38853484,60.3293041,154.5623787,54.98152325,24.8302291,97.11097873,89.04702311,94.9087093,76.02180669,40.98943016,27.19126771,118.7004267,88.35039209
31.62499316,4.578786013,2.482812854,1.514024717,31.77179181,3.765804611,22.49111165,45.6925698,3.975956522,6.108204095,0.128569837,19.40817074,19.24480082,0,15.66908779,13.86596109,18.86870675,16.86228908,10.89477415,9.622169531,24.48619348,8.826994356,5.123117506,16.7052614,9.346430151,24.23906185,9.595305048,0.889192879
0.143529323,9.843775951,0.097750692,0,0.854285787,1.892033994,0,0,0,0,0.030044908,0,0,0.011339656,3.186132689,0,23.5042347,0,8.326500088,0,0,2.782830245,0.868579706,5.41518508,0,0.068355264,2.203668821,0
0,34.64859445,10.22693752,34.86700894,59.16652182,62.9050374,61.22443899,72.69775915,108.071836,0,66.79678213,56.91073892,67.78413368,18.65859728,7.010577134,50.70465408,22.48686193,30.57469852,24.02444588,13.60764796,58.72403823,52.65624541,87.28187208,133.2016496,34.38287379,89.62975458,85.8632042,139.0153583
47.89182333,23.62686584,86.54681147,28.57118038,36.81071652,11.8215286,37.814281,0.366511483,82.61630317,47.19051154,10.46490412,26.01193643,38.19616118,3.284779756,0,12.77875084,39.29518233,65.08327014,68.46360871,61.16933602,53.35999696,55.57603978,94.88203419,14.57118263,71.41824506,46.97788361,59.29817385,23.77103948
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39563531,0,0,1.569467426,6.177442901,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.8323514,0,0.700302396,88.39830455,63.09439317,46.96603905,2.680498319,0,85.34274294,21.19977639,0,0,48.0976741,0.327920194,71.93864374,129.4971886,2.668103464,14.84368083,25.93569373,38.68940141,25.35001232,52.64964735,146.6353553,96.17022491,83.91469255,23.84001866,21.35970725,28.59188398
295.2674371,287.9908036,256.3884226,136.9927503,210.0817709,212.6871167,312.9401204,422.5579731,420.0669636,431.4337669,466.0588768,322.9245536,238.9278955,332.6332898,189.4511298,331.0452873,324.1160747,298.3053201,226.3214945,361.8938172,324.7741546,605.2863633,364.4071562,319.3547256,417.4115417,205.0599455,311.5340876,239.0588805
