103.1093276,53.64017169,47.87902983,7.357291119,35.64715515,31.57214722,0.166850494,2.318252178,30.41831817,60.8091393,124.9446728,86.48251528,29.77134362,58.81803675
0,251.6593368,98.96293627,149.9747937,89.8449569,184.4829357,205.0781527,45.41891915,115.8611918,137.1575107,161.1215489,184.1776321,74.41855032,93.91823624
10.18581134,3.885234368,11.29057477,33.07544844,64.04449616,36.74067367,46.05614005,47.30457275,37.84292171,12.98610129,1.814044308,22.27859026,12.09053284,13.7197365
12.13590689,14.98474506,0,0,0,0,7.132275047,0,5.284792256,0,0,0,5.52396493,0.795448127
18.46572467,87.84192416,14.90236822,32.64318711,11.91114663,0.276636346,14.91530412,17.19801229,0.265481247,56.12165655,0,14.45126696,26.75610433,0
79.91604774,64.59485213,146.8054926,53.04162507,168.5652236,50.21245366,81.95392367,15.04605356,66.02570508,87.76297761,137.2283435,150.7163802,32.82337119,57.63055307
0,0,0,0,0,0,0,19.71219134,0,21.42255178,13.13943104,0,0,6.224263326
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.836656761,1.687965229,88.54900402,19.58993572,58.90012831,55.94049993,56.86865183,0.13331377,0,21.04448189,0,0,43.07140167
109.8494407,354.4176154,107.4592691,121.8273244,134.4114067,159.7559564,167.9627051,248.5985553,135.1880864,248.6981712,176.2878849,281.3944887,202.7104357,174.1825009
0,0,0,0,0,0,0,0,0,0,0,0,0,4.78687122
0,0,0,4.492225521,0,0,10.95040729,0,0,0,0,0,0,22.08548864
0,0,0,0,0,0,0,0,0,89.21279208,0,0,227.2492542,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017810287,1.14474401,0,3.882416338,0,5.011271473,0.017609282,0,0,2.675876805,0,0,0,0.100122802
0.095908746,24.1908711,1.030074856,32.2653234,27.41384976,69.24121602,33.80857445,112.1222229,57.25383577,259.4874696,20.30273661,107.7333981,100.3034656,87.12900811
24.58227647,0,5.216840249,36.54573216,122.3286732,76.53284899,59.00815445,57.96535979,61.08618718,23.21676607,0.332684263,1.928820521,19.49850846,0
4.331272741,0,1.979512512,0,47.78118164,22.53561509,2.460096776,0.253192946,29.96496534,4.052381005,4.960019983,19.17130714,21.19948053,2.460783322
18.6997407,17.3386782,4.694619648,19.87918653,0.223341781,20.91962352,33.62539616,42.76542258,0.060288467,36.64545943,0.335891607,9.899363527,24.11440792,13.09542227
10.46365056,0.649349962,22.2185688,0.086007124,27.66822734,22.89453084,3.448429225,36.4985641,8.12141037,14.4098525,25.38459274,24.46362505,18.89472685,20.97663099
0,0,0,0,0,6.549035185,0,0,0,0,0,0,0,0
9.689566565,14.24087653,12.04556848,0,5.958535345,9.72253378,1.103556458,29.88828731,6.906385479,8.931064329,9.343521805,2.626486534,7.92013096,0.204606321
10.23231818,115.2545925,12.82073943,83.98964692,163.3971569,28.06487652,150.3974552,11.78023452,61.44344452,107.6626958,97.03137584,57.60292813,83.00428609,139.7591373
34.70318362,0,32.48882168,20.04615644,3.041780981,62.81528298,27.46794448,95.81017242,25.93301204,74.19545348,21.53912635,2.333016903,11.43498273,1.428447719
33.72211997,46.18601703,0,28.48802159,0.089603904,38.03278899,57.34479163,30.38970031,3.483017147,28.90254172,33.0160924,0.130216393,62.14846981,4.111701072
0,0,0,0,0,8.959943656,0,0,0,0,0,0,0,9.972648405
0,0,0,3.902605776,0,0,0,0.127888292,0,0,0,0,0,0.130836504
0,0,0,0,0,0,0,0.683621082,0,0,0,0,0,0
0,0,1.482228172,24.7283927,17.8286707,0,0,0,0.055744844,23.26342557,19.35931288,0.100036074,31.25737093,7.702883648
0,0,1.691234358,1.386246181,0.206175565,0,0,0,0,0,0,0,0,1.32784253
0,0,0.75781812,2.697597206,11.38175188,0.623662103,0,0,4.309297283,0,7.669495678,18.0440989,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.699906653,0.230277466,0.987628046,12.95258152,10.04477172,0.232227921,5.455130544,0,0,0,0.103472357,0.599900329,0.367543838,0
0,26.27535512,25.69613917,0.290013561,1.50967409,22.42109473,46.6835482,15.44357288,16.13773894,75.20913188,0,1.316351751,18.54921371,55.4201134
38.28348818,5.567053508,32.14520565,11.42527674,28.32600407,78.76835828,70.33604949,101.6131717,104.3268473,31.45732321,31.45778636,32.81445834,13.82179531,61.26968052
1.652854899,0,10.10717946,0,0,0,0,19.48635684,11.48760806,0,25.85431232,0,0,0
187.3014634,75.84290266,38.53492719,47.390681,122.1912036,49.68952968,78.93521991,51.08107933,95.04619292,130.2834136,146.5909833,203.2745704,155.0486625,80.89575065
0,35.38420744,0,16.06127263,0,0,12.8250667,0.631204538,0.149903699,2.072307309,0,12.82268782,13.95411866,8.096783395
69.73278192,64.74080371,65.32391277,95.21265734,49.78598642,113.2524305,76.89379402,74.40951134,125.1012245,41.1472532,109.2972502,131.2677019,120.5858178,109.0316301
0.075033103,38.86573679,52.10132341,132.4701586,24.88190016,48.0754302,58.00125332,37.20258815,148.3798784,58.46137026,119.9578535,27.21597763,50.84274114,0
0.104734866,0.305946788,0,0.351217166,0,10.6449264,0.103538237,0,15.54558198,0,29.97052885,0,0.488339249,10.89074481
0,0,0,0,0,0,0,0,0,0,0,10.3831849,2.423410398,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.44041225,10.99700391,2.711558667,30.94280181,4.086943842,41.18192878,31.86057422,1.324246893,27.25607369,9.588086472,22.95898125,58.69437366,13.48507525,50.51374821
22.47910625,0,23.32146994,29.96557292,22.65911709,16.90381077,42.86993397,8.786056303,56.5781797,41.24446568,56.98161341,26.72510126,31.87010276,80.43476883
14.60315372,0.026731339,10.6130428,23.1518889,79.40196063,43.18615591,32.18714572,2.639545511,46.52827547,11.13153487,6.810423025,17.68811634,24.53261253,32.71328758
0,0,1.842994401,4.412023943,48.13067819,27.13261823,3.393236922,0.942925449,0.485189841,26.68981958,58.26876211,0.580460093,41.78648712,55.6288874
0,0,0,0,0,0,0,0,0,0.583840098,0,0,16.93887276,0
0,0,0,0,0,1.881065615,0,0,3.123305796,0,0,0,0,0
0,0,5.777012433,5.689295692,150.2427622,52.42006137,0,0,43.40372693,7.682162434,33.89412098,19.73465618,46.04853869,0
0,0.218450082,0,3.338219468,0,5.989358998,7.4297506,2.195570953,0.198201512,8.562464688,0,16.14785142,0.043582739,0
0.121969395,0,0,0,0,0.196382318,0,0,1.696170506,0,0,0,0,0
0,0,0,0,0,0,0,38.49062514,0,0,12.62808266,0,8.3067061,0
16.16381277,8.861799634,0.506761065,9.155192644,7.601685446,5.163469592,13.47555075,34.09434436,8.233351114,2.338315244,16.4230764,17.64796059,13.11731066,26.75231765
0.076586102,6.041273784,0,0,0,0,11.66115138,0.105209243,0,0.187098392,28.45236072,0,0.476163164,0
0,0,4.179323668,0,0,0,0,0,0,0,0,7.187658071,0,2.844068873
36.25648439,25.71669688,7.197577067,0.833334314,0.354921118,3.793645366,0.55836455,0.993027002,9.827071386,0,1.69030595,30.31679226,1.544923668,0
5.003185251,36.27127876,9.503640911,14.76287762,3.726011733,16.94587972,10.60893364,1.119857349,17.60569176,6.548680038,0,5.882697699,4.533343798,0
0.084347899,0,11.37390031,0.047144945,14.67554464,6.088444557,0,0.038623,0,0,31.59380743,2.425168565,18.44185854,0
0.14869723,2.371252047,1.164502057,0,0.032448576,2.573856884,3.105777516,2.323583111,0.683210455,8.128043306,0.195202231,0,0.491142644,10.6834424
0,0,27.98734575,0,56.35502855,27.30176622,1.998970596,0,28.58274406,0,0,1.196830459,0,0
18.09989245,3.06725192,59.08487948,3.661741816,9.017409662,0.123728446,12.6638327,0,0,0,4.300044766,0,2.806795671,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.80410474,33.50903752,63.28098456,66.60780489,33.89145802,22.01680275,48.55138636,24.48689386,47.94380029,61.43752551,45.04090052,59.33052208,64.13467324,26.86548638
0,0.057460147,31.5793876,15.33531604,41.89730082,37.80995148,18.44289229,0,0.934635045,29.69344002,45.2343146,25.82884838,0,0
0,0,0.720318833,0,35.30077672,0,8.255707378,0,0,0.184326088,0,0.255226436,0,0.848318222
20.3580569,10.95976776,0.478765849,1.759456389,12.84042139,14.33591114,10.791371,5.977709541,10.06386649,28.66195996,21.84997706,16.41577388,15.57382743,11.0165995
169.2644741,44.27231128,77.14026472,86.88144355,197.6478807,165.1323543,152.2071051,164.7692738,119.0312285,219.6864123,122.7915639,87.84378705,137.0647288,37.10938106
