X
362261.71212723659
1316129.1285487078
423014.47375745524
1181259.6831013917
1238983.3792445329
346896.3976143141
268664.76035785291
85093.758846918485
358015.95228628232
329499.07681908552
221512.60608349901
380443.72894632205
331514.06143141154
336448.07984095428
332129.53729622264
368164.02310139168
301444.38087475148
343714.05988071568
316838.40473161032
277492.63391650101
285058.61443339958
321019.15618290257
138264.79892644135
325678.98850894632
323808.25693836977
311534.88791252486
304047.79797216697
303000.22035785287
311251.44198807154
233291.62015904573
302576.63789264415
299047.29705765407
314798.01618290256
305826.61367793242
308421.00019880716
306661.82071570575
313098.57848906558
257383.16489065607
275443.08803180914
290405.94660039764
284820.53753479128
282712.6103777336
286858.46819085488
280658.26994035783
299781.66508946323
288383.45276341948
285648.70719681907
233348.70695825049
269836.51367793238
272964.01916500996
252285.48425447315
259149.61324055665
252441.5982107356
293342.4130417495
248352.60548707753
227070.86580516899
300467.56027833
271239.33081510937
277316.78425447317
247594.01578528827
249977.14878727635
257462.49145129224
260134.19153081512
292144.898250497
259831.59817097415
286697.41244532802
262445.23367793241
229393.92397614315
266929.59037773358
262676.53093439364
249981.61610337973
257070.13868787276
249614.32310139164
263615.86429423461
265392.92799204774
246244.55666003976
108202.10990059642
262325.20930417493
227433.32576540756
249470.196222664
247489.03260437376
249227.45769383697
240347.80254473162
265029.26715705765
259186.76437375747
224282.39817097416
229531.41053677932
239590.92369781312
197039.38449304175
241707.14652087475
250947.03522862823
198010.91578528826
184677.50294234592
249750.97212723657
212000.58906560636
242921.20922465209
233192.86242544733
251900.44528827039
242668.83192842943
236504.05892644136
246945.69021868787
240069.07495029821
241010.21176938369
247441.22091451293
227852.95109343936
257184.09300198808
217136.07582504969
212322.85057654075
214577.26759443339
234216.83805168985
241529.18767395627
242004.07928429425
236748.82516898608
217118.07101391649
231026.35737574552
219375.01280318093
238203.0699801193
171177.45332007951
231621.6821471173
203313.61403578529
219056.21598409544
187191.81105367793
219078.90834990059
227463.60182902584
233782.59192842944
221006.62556660039
229492.07880715706
227333.2864413519
229869.58918489065
218350.21669980118
236322.83033797218
227117.40099403579
232866.65669980118
228692.19856858847
233644.8780914513
228187.97089463222
212441.87475149106
227818.68827037772
208350.59288270379
186159.31355864811
235874.40429423458
222804.19550695826
211486.29618290259
228537.63129224651
219594.70922465209
218201.84003976145
225455.56139165009
225266.91852882702
67104.593558648106
203125.63149105367
205543.28489065607
220501.01141153081
221642.04461232605
218190.78107355864
215670.74433399603
195370.93332007952
209018.33622266402
209018.98131212723
197652.42473161034
222917.21673956263
213869.84695825051
216792.50660039761
209384.30838966204
214132.22636182903
219395.03514910536
208940.44206759444
225389.04119284294
204962.36055666005
197900.17324055667
225764.92890656064
201488.13956262424
220961.13324055666
208319.01439363818
195108.54123260439
224322.63825049702
213598.38620278329
216899.61638170975
210098.60115308152
212686.54314115309
209550.49602385686
197144.72302186879
206029.74095427434
207160.60166998013
207958.81868787276
218501.72107355864
193382.50170974154
218748.46099403579
222407.15081510934
211476.2777335984
201630.08902584494
218064.65284294233
211291.19296222663
37740.661590457254
198480.04524850895
208105.1055666004
198402.6445725646
174184.46735586482
201890.94155069583
207618.03248508947
210016.55550695825
209141.75475149104
210372.29558648111
191079.02795228627
216632.04990059641
193493.91705765406
196430.73888667993
205434.26652087475
179169.03956262427
192906.69606361829
203755.50266401589
205028.1683499006
198822.56878727634
200399.46747514911
202297.18990059642
196888.92485089463
207797.7062027833
203458.27761431411
192375.69904572563
187658.09288270379
185174.32314115309
199212.99431411532
189280.30954274355
186629.16580516897
201626.26349900596
182652.54151093439
203147.38075546719
174711.59789264415
183935.84624254474
203316.32842942345
190341.15968190855
185738.11848906561
182977.62437375746
189036.15817097414
179129.05053677934
167632.91351888669
186799.65602385686
194229.56958250498
195330.47789264412
196000.39642147117
188022.49332007952
195135.48131212723
187142.53793240557
186393.62739562624
170595.44019880716
193638.34620278329
185507.96548707754
199900.95602385685
199885.51288270377
193938.02524850896
163326.61133200795
181698.4207554672
177549.39399602386
192771.06946322069
172878.67836978132
162422.11960238568
185835.35594433401
164913.41860834989
172235.01101391649
179019.48353876738
184855.70500994037
172200.84767395628
190477.69312127237
181153.83419483103
188512.45964214712
165000.22739562625
193672.89964214712
174669.39037773359
169234.94075546719
180630.04930417496
177025.34719681909
149992.68143141153
163057.37634194831
164319.47224652086
172359.17578528827
171825.33196819085
178851.31916500995
178130.60795228629
165045.97765407554
180265.55892644136
178289.85729622268
175087.04163021868
177234.86425447316
152110.01550695824
173543.05248508946
168625.25284294234
170396.25960238569
182019.78425447317
101051.01801192843
162191.67057654075
158694.40457256461
163815.37797216699
175732.98381709741
162602.18664015905
175962.37324055666
167032.18846918488
156591.44850894631
173729.0474751491
165696.44262425447
152277.84735586483
164318.7864413519
173864.20314115309
165960.19666003977
163042.60337972167
159311.36783300198
155040.92155069581
166813.92632206759
166631.90314115307
172154.6712524851
156332.60445328031
168101.10258449306
147406.67320079522
147741.40620278331
146864.38846918489
143472.76596421472
138494.16310139166
141380.7684691849
146001.05844930417
152520.34206759444
126146.2646918489
146287.43089463221
128045.83972166998
54030.163379721671
152641.36751491053
590850.9233797217
1497281.6709343935
461506.44322067592
393003.63240556658
434132.33566600399
399654.49272365804
417104.32270377735
401419.94727634196
320516.64982107357
317567.73999999999
354732.39208747516
341563.67300198809
345505.70970178925
352959.85069582507
364467.66616302187
96930.169502982113
384093.83510934393
333112.31013916503
330029.67709741549
318535.90652087476
330223.84194831015
329767.22051689861
311858.15789264411
286497.8770974155
332909.67220675945
324874.63630218687
343504.10206759442
301166.37355864811
324952.81351888669
311176.02656063618
347452.03451292246
325232.40683896618
297853.43932405568
308006.74922465207
296001.70079522865
303509.47817097418
326822.30556660041
179801.88194831013
283488.83363817097
249313.77673956263
276522.28747514909
280977.56823061628
260548.04918489067
266197.52119284292
280181.07622266404
278052.16990059643
261034.34536779323
286468.93005964212
216367.19089463219
264196.40783300198
307808.88560636184
284299.5166998012
287406.5333200795
159799.8092246521
276433.55821073556
263080.05713717692
257630.75347912524
259397.05685884692
289302.07403578528
273626.29530815111
270150.19968190853
270888.38405566599
238753.94508946323
265593.37145129225
245506.53057654077
285358.17149105365
279201.45391650102
262621.36544731609
226975.07447316105
252859.75137176938
288372.55017892644
242463.96011928428
273420.88842942344
291414.48703777336
246281.77451292248
261546.06811133202
231195.33562624254
248328.38624254474
266214.56457256462
239599.93343936381
243013.10119284294
225612.03292246521
195430.9017892644
251646.64667992046
238706.85447316105
235251.04226640158
241919.80413518887
247595.8242942346
239502.26755467197
226252.74473161035
256071.00874751492
244955.95757455268
188616.45717693836
238816.54087475149
220612.32636182904
223792.58019880715
184846.06588469184
228297.07395626244
260984.8889860835
233075.60640159046
236177.62815109344
264531.5089860835
216619.61920477138
223502.35594433401
229078.25276341947
227338.46978131213
257340.52612326044
262053.54091451291
232879.81717693838
227946.23176938371
227703.03562624255
249149.11912524852
224673.9852087475
209825.33992047713
245317.17777335984
229858.23654075546
222354.74978131213
213394.03697813122
253840.77005964215
183245.41499005965
220532.33184890656
229266.45872763419
237113.54560636182
121265.91180914512
230243.53586481113
228812.10485089463
212987.42091451291
236072.62107355864
238302.8111332008
185286.63988071569
213232.11677932405
221332.33045725647
222004.77057654076
196921.12206759444
226964.54178926442
148082.42063618291
235335.46544731609
228046.70278330019
212591.9666003976
206604.1953081511
198662.70389662028
184909.55904572565
147612.53065606361
228820.33721669979
217703.09005964216
222506.27821073559
169454.9088667992
222746.52230616301
226663.40500994035
212433.17590457256
206770.50365805169
216463.44230616302
69813.101590457256
223135.5205168986
225389.99510934393
206743.2427833002
220497.81940357853
229437.53371769385
209944.68449304174
195940.05685884692
188217.0786083499
203231.13041749503
194119.52608349902
185380.16373757456
218674.16564612326
209257.17590457256
213485.32671968191
216594.30679920476
207486.68067594434
211689.51375745528
220630.01339960238
197903.9920079523
179372.60063618291
198311.67586481114
190804.30691848908
197560.43654075547
215593.08067594434
194251.46707753479
202409.92990059641
209452.86934393639
188980.45709741552
205745.30425447316
195096.25129224651
127253.57610337972
197637.5468389662
197804.18787276343
101147.22886679921
192614.59546719681
196855.83602385686
192051.14131212723
198820.38143141154
204162.8146719682
191977.15916500994
160080.9300198807
174596.1304970179
205485.20286282306
198889.82771371771
218673.06508946323
213934.23049701788
195434.38365805169
144248.82958250496
71622.719204771376
190892.14079522862
194869.12369781313
203674.28083499006
188024.46083499005
190625.03272365805
191962.42540755466
205490.02612326044
202822.88815109344
184866.15288270378
188914.9711332008
217335.93351888668
202842.38274353876
185831.05447316103
112053.26449304174
212174.05737574553
171867.53141153083
189423.28051689861
177010.57658051691
183478.44850894631
200545.62194831014
174671.90815109343
200247.73562624253
203973.14727634194
177675.62159045725
188001.91407554672
198918.84699801193
186840.01805168987
188727.01320079522
183823.9429025845
193890.14417495028
194874.202027833
171239.00234592444
187579.11419483103
178503.54349900596
169977.33332007952
196610.79980119283
202485.23463220676
174393.52413518887
183641.96075546721
182530.44413518885
183613.74433399603
168699.32854870777
195266.86687872763
182063.4297415507
164818.8873558648
194479.25741550696
196478.27928429423
180276.83574552683
167056.50147117296
171621.02170974156
182019.535944334
177838.12890656063
195337.00819085486
174553.92994035786
170009.71467196819
176903.02143141153
181662.88520874752
179823.58894632207
